id,orgao,data,titulo,texto,link,Grupo que vai avaliar,insatisfacao,avaliadores,range.avaliacoes
28,ANS,"Sexta-feira, 03 de Março de 2017 - 11:14",tempo de espera,"Boa tarde! 

Sou Damiana Ferreira Pereira, satisfeita com os médicos da unidade de saúde pública, porém estou passando por uma situação não esclarecida.
Morro no bairro do Méier faço tratamento no posto de saúde publica do engenho de dentro CMS Milton Magarão ap.32 fiz minha cirurgia de Ernia Umbilical pelo sistema SISREG com muito tempo de espera mais foi realizado mas preciso fazer outra cirurgia plástica pela quantidade de pele que a Ernia tinha cedida ao longo das minhas pernas tenho forte dores nas pernas, fiz todos os procedimentos do posto de saúde tenho pedido do médico fiquei novamente na fila de espera do SISREG esperando à vaga para alguma unidade que faça esse procedimento cirúrgico pela segunda vez meu pedido voltou tive resposta em uma unidade mais não poderia ser feito na unidade indicada porque sofro de hipertensão, diabete, pressão alta, porém o hospital não estava habito a fazer a cirurgia. Voltei ao SISREG novamente com outro pedido médico especificando esta situação da especialidade, o pedido da consulta voltou novamente pela segunda vez coloquei novamente no dia 26/01/2016 a mesma foi devolvida no dia 06/07/2016 com a justificativa "" devido tempo de espera devolvido para reavaliar, pedindo o detalhe da anamnese e estado físico novamente"", isto corre desde do ano de 2015 gostaria de uma solução para meu caso sei que a unidade de saúde publica tem dificuldade de verbas mais gostaria também de ser compreendida a este fato do sistema do SISREG.
CNS: 702803667484961 / código da solicitação: 156327912 

OBS: Informo que o procedimento não foi pedido de urgência médica, o fato é pela demora da solicitação.
Grata.",https://cidadao.reclameaqui.com.br/318180/ans-agencia-nacional-de-saude-suplementar/tempo-de-espera/,4,2,5,2
36,ANATEL,"Segunda-feira, 15 de Abril de 2019 - 16:27",sky livre,"Minha antena e a sky livre,foi bloqueada poucos dias atras e não consigo mais recadastra-la
estao querendo me cobrar me cobrar uma taxa de 18 reais so pelos canais de tv aberta 
queria saber se isso e permitido ou e abusivo?",https://cidadao.reclameaqui.com.br/412370/anatel-agencia-nacional-de-telecomunicacoes/sky-livre/,4,1,5,1
4,ANS,"Segunda-feira, 03 de Dezembro de 2018 - 08:39",Site para acompanhamento de NIP fora do ar há dias.,"Bom dia! Quero acompanhar o andamento de uma NIP, mais o site esta fora do ar há dias. Referente a um reembolso que solicitei!",https://cidadao.reclameaqui.com.br/397736/ans-agencia-nacional-de-saude-suplementar/site-para-acompanhamento-de-nip-fora-do-ar-ha-dias/,4,1,4,0
44,ANATEL,"Segunda-feira, 08 de Abril de 2019 - 20:24",cobrança de serviços durante cancelamento da linha telefônica,"Recebi notificação extrajudicial de valor de débito de telefonia fixa que não reconheço, em virtude disso, estou fazendo essa reclamação para esclarecer as todas as dúvida.
Quero esclarece tendo em vista estar querendo resolver o mais rápido possível.
Vieram me cobrando , fiquei surpreso porque sou cliente , esse telefone dessa conta não lembrava nais, porque presumindo que já estava pago e acertado tendo em vista cancelamento já ter ocorrido, cobrança veio no Credit Cash
Digo tudo isso porque são contas de março de 2015",https://cidadao.reclameaqui.com.br/411670/anatel-agencia-nacional-de-telecomunicacoes/cobranca-de-servicos-durante-cancelamento-da-linha-telefonic/,4,2,5,3
52,ANATEL,"Quinta-feira, 04 de Abril de 2019 - 10:02",A importação do objeto/conteúdo não foi autorizada pelos órgãos fiscalizadores,"Tvbox comum, é para converter tv para smarttv. Não é pirataria. Não é skygato.
Peço que olhem com carinho, vou perder dinheiro.
Código de rastreamento - LS872291891CH",https://cidadao.reclameaqui.com.br/411239/anatel-agencia-nacional-de-telecomunicacoes/a-importacao-do-objeto-conteudo-nao-foi-autorizada-pelos-org/,4,2,5,2
60,ANATEL,"Quinta-feira, 28 de Março de 2019 - 11:35",Abuso OI,"Reclamação contra operadora de telefonia OI

Hà três meses atrás recebi uma ligação da OI, oferecendo plano empresarial, mas em momento algum dizendo que era da operadora OI, dando a idéia que era da VIVO, como tenho VIVO aceitei a conversa, oferecendo pela metade do preço q pago hoje pela minha linha celular. Então, o atendente começou esta conversa mole dizendo que não precisaria meus dados porque já tinha todos, como assim? nunca foi cliente da OI, claro, simplesmente eles ROUBAM os dados da junta comercial e fazem esta chantagem com clientes de outras operadoras para levar para eles. Conversa encerrada conforme deve ter a gravação do CALL CENTER DA OI. Para minha surpresa no dia seguinte recebo um email confirmando meu pedido da linha, como assim não pedi linha alguma. Liguei de volta e depois muitas tentativas cheguei no setor do tal cancelamento de um produto que não comprei. Bem, passei o CNPJ e o atendente fez o cancelamento e pedindo desculpas pelo o acontecimento. Mas, para minha surpresa a conta continua chegando no meu endereço e para minha outra surpresa uma empresa de cobrança ligando direto e até me prometendo colocar no Serasa. Já fiz algumas tentativas para falar com com a OI mas é impossível não tenho telefone da OI e não recebem ligações de outras operadores para reclamação, somente para vender seus produtos. Até quando vai continuar empresa como a OI atuando no mercado? Vou também formalizar a denúncia para a ANATEL tomar as providências cabíveis. Continua os telefonemas a qualquer hora, inclusive sábados e domingo, inclusive dizendo colocar no SERASA. Nunca recebi ou usei o tal chip de OI. Se não resolver minha única solução é entrar na justiça e pedir indenização, o cidadão neste não chance de sobreviver com este tipo de serviço que é oferecido.

Edison Vara
51-999820707 VIVO
edisonvara@gmail.com
Taquara RS Brasil",https://cidadao.reclameaqui.com.br/410536/anatel-agencia-nacional-de-telecomunicacoes/abuso-oi/,4,5,3,1
13,ANS,"Quarta-feira, 13 de Junho de 2018 - 19:37",Reajuste dos planos de saúde,"Mai uma fez esta agência toma o lado das empresas de planos de saúde um aumento ridículo baseando em cálculos totalmente duvidosos 
Sem comentários está agência é um cabide de empregos",https://cidadao.reclameaqui.com.br/381166/ans-agencia-nacional-de-saude-suplementar/reajuste-dos-planos-de-saude/,5,3,4,1
21,ANS,"Segunda-feira, 21 de Agosto de 2017 - 22:37",Demora,gostaria de deixar registrado minha indignação por não conseguir marcar uma consulta no Hospital Geral de Jacarepaguá para Oftalmologista pois a vaga existe mais tem que ser feito por essa porcaria de SIRGEG acho que é esse o nome espero não perder minha visão pois isso não funciona quando funciona te manda lá para o fim do mundo.meu Deus quando será que esse pais vai funcionar .,https://cidadao.reclameaqui.com.br/345034/ans-agencia-nacional-de-saude-suplementar/demora/,5,4,4,1
29,ANS,"Quinta-feira, 16 de Fevereiro de 2017 - 21:11",Aumento do plano de saúde 30 por cento,Oi boa noite gostaria de saber se os planos de saúde pode aumentar 30 por cento pagava 445 foi pra 519 obrigada,https://cidadao.reclameaqui.com.br/315676/ans-agencia-nacional-de-saude-suplementar/aumento-do-plano-de-saude-30-por-cento/,5,1,4,0
37,ANATEL,"Domingo, 14 de Abril de 2019 - 18:51",SEM SINAL DE TV E INTERNET,"Minha NET não está funcionando, nem internet e nem TV. Tento entrar no site da Anatel para fazer reclamação, mas o portal está fora do ar.
É difícil ficar assim. 
O serviço da NET está péssimo há um tempo e quero reclamar junto a ANATEL e não consigo.

Protocolos: 063193082927358, 063193082926657",https://cidadao.reclameaqui.com.br/412282/anatel-agencia-nacional-de-telecomunicacoes/sem-sinal-de-tv-e-internet/,5,2.5,4,2
45,ANATEL,"Segunda-feira, 08 de Abril de 2019 - 15:56",Uso indevido de meu CPF em um número fixo da OI,"Ao consultar meu CPF ,descobri que o número seguinte está utilizando o meu CPF. Solicito a retirada imediata dessa linha (71)03316-4787.
Att.
Renan Felix dos Santos",https://cidadao.reclameaqui.com.br/411643/anatel-agencia-nacional-de-telecomunicacoes/uso-indevido-de-meu-cpf-em-um-numero-fixo-da-oi/,5,1,4,3
5,ANS,"Sexta-feira, 16 de Novembro de 2018 - 21:13",Cobertura de exames,"Gostaria de informar aos consumidores de plano de saúde que a ANS beneficia as empresas de saúde restringindo os exames a apenas os mais comuns. Minha esposa tem um câncer grave, seríssimo é muito raro, tendo que fazer o exame Pet-CT a cada 2 meses e meio e tenho um plano de saúde completo e a Unimed diz que não paga porque a ANS não a obriga a pagar. “Não está entre os câncer relacionado nas normas da ANS. Absurdo... gastamos um dinheirão e ainda temos que pagar este exame que varia de 3 a 5 mil cada.",https://cidadao.reclameaqui.com.br/396155/ans-agencia-nacional-de-saude-suplementar/cobertura-de-exames/,5,3,4,1
53,ANATEL,"Terça-feira, 02 de Abril de 2019 - 23:02",cobrança por serviço mau prestado,"no dia 12/03/2019 solicitei da empresa vivo o pedido de mudança de endereço da minha banda larga no qual eu "" tenho um contrato"" de 8 megas. o tecnico ao chegar no novo endereço me relatou que so avia disponibilidade para 2 megas, eu por sua vez entrei em contato com a pestradora e foi realmente confirmado que na quela regiao so seria possivel obter 2 megas insatisfeito com o serviço ja que a prestadora nao poderia disponibilizar a quantidade de megas que foi firmado no contrato pedir o cancelamento do serviço e fui surprendido com uma taxa de cancelamento imediatamente acionei a anatel que e o orgao responsavel e ate entao nao obtive resposta.",https://cidadao.reclameaqui.com.br/411073/anatel-agencia-nacional-de-telecomunicacoes/cobranca-por-servico-mau-prestado/,5,2.5,4,2
14,ANS,"Segunda-feira, 11 de Junho de 2018 - 11:27",ANS favorece SOMENTE planos de saúde . vergonha !!,"Inadmissível que um orgão criado para defender o consumidor, só atende e só cria leis para favorecer os planos de saúde. 

Todas as cláusulas desfavorece o consumidor, a quem esse órgão deveria defender. E tudo amparado pela ANS.

É uma vergonha !!

preço para idosos 
mudança de idade
carência
exclusão de rede credenciada sem informar novo prestador
autoriza a compra de convênios por empresas a ponto de estar se tornando um monopólio
restrição de locais para exames, temos que nos deslocar para outras cidades.

sem contar a falta de fiscalização

ANS é uma vergonha",https://cidadao.reclameaqui.com.br/380817/ans-agencia-nacional-de-saude-suplementar/ans-favorece-somente-planos-de-saude-vergonha/,6,3.5,4,1
22,ANS,"Quarta-feira, 16 de Agosto de 2017 - 21:48",Reajuste com anuencia da ANS DE QUASE 15% e a inflação e os reajustes de salários não ultrapassam 5%,"Boa noite 

Como pode uma agencia que foi criada para fiscalizar e defender o consumidor ser conivente e autorizar o reajuste de quase 15% no plano de saúde individual em Julho, isso é um absurdo, sou aposentada e não recebi esse índice de reajuste, trabalho em uma imobiliária para complementar minha renda e o reajuste no salário foi de miseros 3,99%, a inflação apurada não chegou nem a 5%, isso é piada???; além de não termos o serviço na unidade pública descente ainda somos obrigados a passar por isso; eu não concordo com isso!!!!!!!!!!!! é um abuso !!!! 
Façam alguma coisa !!!!!!!!!!!!!!!",https://cidadao.reclameaqui.com.br/344579/ans-agencia-nacional-de-saude-suplementar/reajuste-com-anuencia-da-ans-de-quase-15-e-a-inflacao-e-os-r/,6,4,4,1
30,ANS,"Terça-feira, 31 de Janeiro de 2017 - 11:18",Demora de Laudo Médico ( Rio Imagem ) Av. Presidente Vargas centro RJ,"Fiz uma Ressonância Magnética na Rio Imagem Centro Rio de Janeiro em 16/11/2016 , com data de Entrega de Resultado para 14/12/2016 , já compareci duas Vezes na Rio Imagem ,Avenida Presidente Vargas em Frente Central do Brasil Telefone 21.5265852, Atendimento por Francimara Pereira. Sempre a mesma Resposta estamos sem Médicos e os Exames que estão sendo Entregues é de Setembro Ate a Presente data de 31/01/2017, dizendo não tem data para a Entrega de Resultados por falta de Laudo Médico, não tem Médicos para Fazer os Laudos, isto é uma Grande Falta de Vergonha Pobre só se dar Mal, Políticos Ladrões e Safados Vão para Hospitais de Referência como o Sírio Libanes e Albert E Einstein. Estes Canalhas deveriam Ser Obrigados a usar as Redes Municipais, Estadual e Federal.Gostaria de Saber O Laudo de MInha Ressonância Magnética. ALGUEM PODE AJUDAR!!!!!! Marco Antonio Abreu Pinto telefone 21 993331779 . Ressonância Magnética Coluna Lombar Sacra. (antonioabreumarcoGmail.com)",https://cidadao.reclameaqui.com.br/311661/ans-agencia-nacional-de-saude-suplementar/demora-de-laudo-medico-rio-imagem-av-presidente-vargas-cen/,6,3,4,2
38,ANATEL,"Domingo, 14 de Abril de 2019 - 16:55",Problemas de acesso com Telecine Play,"Assinei o telecine pelo plano que tenho com a vivo no segundo semestre de 2018, desde a primeira semana tenho problemas de acesso no aplicativo telecine play (motivo pelo qual efetuei a assinatura, pois posso ver os filmes quando eu quiser). Foram várias ligações, reclamações e contatos pelo chat da vivo e da telecine, pois ficavam me jogando um para o outro. Quando finalmente parecia que o problema tinha sido resolvido, comecei a ter erros seguidos de acesso ao aplicativo, no mesmo dia uma hora funciona, acesso escolho o filme, saio do App, quando entro novamente para assistir apresenta mensagem de erro. As vezes a mensagem é só ""Erro"", as vezes diz que meu usuario e senha estão incorretos, que não correspondem à assinatura... ou seja, um saco, uma porcaria de atendimento e dinheiro sendo gasto para não conseguir usar o aplicativo quando quero! Por favor resolvam meu problema de uma vez por todas.
Já entraram em contato comigo e alegaram que o problema é o acesso pelo aplicativo Android, mas o celular do meu marido é iPhone e ocorrem os mesmos problemas. 
Gosto muito do conteúdo (quando consigo acessar), mas estou cansada de pagar e não ter o serviço quando eu quero.",https://cidadao.reclameaqui.com.br/412276/anatel-agencia-nacional-de-telecomunicacoes/problemas-de-acesso-com-telecine-play/,6,1,4,1
46,ANATEL,"Segunda-feira, 08 de Abril de 2019 - 10:15",Bloqueio com a Claro,"Bom dia,

Contratamos um E1 de 20 canais com portabilidade da operadora NET, onde desde que foi ativado não recebemos ligação da operadora claro qualquer numero da claro que nos ligue seja fixo ou celular da como numero inexistente sendo que de outras da normal. Estou sempre em contato com a portabilidade porem não se resolve isso e foi ativado o E1 no dia 25/03. E como até agora não foi solucionado estou abrindo o chamado. O numero da OS CR/OS96140312/2019021. Precisamos de uma solução devido ao alto fluxo de clientes que estão reclamando que não conseguem nos ligar.",https://cidadao.reclameaqui.com.br/411594/anatel-agencia-nacional-de-telecomunicacoes/bloqueio-com-a-claro/,6,1.5,4,1
54,ANATEL,"Segunda-feira, 01 de Abril de 2019 - 14:33",OI ENGANA SEUS CLIENTES E ANATEL NADA FAZ,"Por mais de 10 anos tenho um celular pré-pago utilizando os serviços da operadora Oi. Desde o inicio do uso deste celular tive por hábito carrega-lo com R$30,00 e validade para 90 dias. Entretanto, desde o final do ano passado, tenho recebido mensagens da operadora informando que os R$30,00 que eu carreguei, que no site do banco na internet segue informando que são válidos por 90 dias, só têm validade para 21 dias. Como uso pouco esse celular tenho acumulados em meu saldo mais de 32.000 minutos, os quais, sem dúvida terão seu acúmulo acelerado, em função de uma alteração unilateral da operadora que realiza uma comunicação enganosa junto a seus clientes, pois carregamos o celular com uma informação de validade para 90 dias e depois somos por ela comunicados que a validade é de apenas 21 dias. Interessante verificar que tal procedimento vem ocorrendo a mais de 6 meses e me parece muito estranho que nenhuma providencia tenha sido adotada pela operadora ou pela Anatel (responsável por fiscalizar os serviços prestados pela Oi). Além disso, não recebi qualquer informação divulgada pela Anatel informando que autorizou qualquer operadora a modificar o prazo de validade dos saldos de créditos adquiridos pelos consumidores antes do procedimento enganoso adotado pela operadora Oi, pois 6 meses atrás eu tinha um crédito acumulado de 29.000 minutos que tinham validade de 3 meses.",https://cidadao.reclameaqui.com.br/410880/anatel-agencia-nacional-de-telecomunicacoes/oi-engana-seus-clientes-e-anatel-nada-faz/,6,2,4,2
6,ANS,"Segunda-feira, 29 de Outubro de 2018 - 11:25",COBERTURA POR ESPECIALIDADES - DESVIO DE FUNÇÃO - ANS,"A postura da ANS frente a situações específicas só escancara sua posição com um orgão exclusivamente favorecedor dos grandes planos de saúde nacionais. Vejamos a situação estabelecida em que não há um especialista no munícipio do credenciado, a ANS dispõe em seu regulamento: 

Art. 4º Na hipótese de indisponibilidade de prestador integrante da rede assistencial que ofereça o serviço ou procedimento demandado, no município pertencente à área geográfica de abrangência e à área de atuação do produto, a operadora deverá garantir o atendimento em: (Redação dada pela RN nº 268, de 02/09/2011)
I - prestador não integrante da rede assistencial no mesmo município; ou (Redação dada pela RN nº 268, de 02/09/2011)
II - prestador integrante ou não da rede assistencial nos municípios limítrofes a este. (Redação dada pela RN nº 268, de 02/09/2011)§ 1º No caso de atendimento por prestador não integrante da rede assistencial, o pagamento do serviço ou procedimento será realizado pela operadora ao prestador do serviço ou do procedimento, mediante acordo entre as partes.

Ou seja, para que serve uma norma, se ao final dela é colocado, mediante acordo entre as partes. Ou seja, o plano de sáude precisa estar de acordo com o disposto para cumpri-lo. Esse artigo é uma clara violação de direitos do consumidos e da prerrogativa e utilidade do próprio Orgão dito como regulador. 

E para pior, em seu site, no ""Espaço do Consumidor"", a ANS dispõe um rol de possibilidade ofertadas ao Plano de Sáude para resolver problema do p´roprio plano frente ao cliente. Dentre estas possibilidade, enviar o cliente a um munícipio próximo, por sua conta, para realizar a consulta por um médico credenciado, dentre outras possibilidade absurdas, que a ANS coloca a critério do plano de saúde. Segue o link desse informativo: http://www.ans.gov.br/index.php/planos-de-saude-e-operadoras/espaco-do-consumidor/1542-situacoes-de-garantia-de-acesso-a-cobertura-assistencial 

Isso torna claro e cristalino o papel da ANS como orgão a serviço dos planos de saúde e em detrinimento do consumidor e da nação, a descarecterizando em absoluto como seu papel de Agência Reguladora.",https://cidadao.reclameaqui.com.br/394335/ans-agencia-nacional-de-saude-suplementar/cobertura-por-especialidades-desvio-de-funcao-ans/,6,2,4,2
15,ANS,"Quarta-feira, 23 de Maio de 2018 - 16:30",005789290 número de protocolo da reclamação do. Plano de saúde de. Minha. Mãe,"Minha mãe tem. Plano de saúde na Unimed a. Mais de 24 anos e está próxima dos 75 anos de idade com aushaimer e pra ajudar necessita de uma cirurgia de emergência de catarata a cirurgia está coberta pelo plano porém as lentes não, não concordamos com Isso logo vamos o Contrato na Unimed ele nem deram atenção aí Pedimos ajuda a ANS que ao meu ver mais ver mais se Preocupar em proteger os empresários de que os idosos e é cidadãos esperei os 10 dias úteis e aí eles deram entrada a uma análise após 20 dias liguei hj pra. Ver o. Resultado fui muito mal atendido tenho inclusive a cópia da ligação onde tudo se descreve, a atendente disse que não pode nos dar um Tempo pra finalizar a auditoria deste processo minha mãe tem 75 anos de idade e tem aushaimer, aonde esta a justifica neste país?",https://cidadao.reclameaqui.com.br/379289/ans-agencia-nacional-de-saude-suplementar/005789290-numero-de-protocolo-da-reclamacao-do-plano-de-saud/,7,2.5,6,3
23,ANS,"Domingo, 23 de Julho de 2017 - 11:38",Reembolso plano Amil 500,"Bom dia.
Após consulta ortopedista, o médico me indicou 10 sessões de fisioterapia para problema de Banda Ilitiobial.
Após ir em várias clinicas de fisioterapia na cidade de Itu, nenhuma aceitava o plano da Amil.
Liguei então para Amil para saber qual o valor de reembolso para cada sessão de fisioterapia, a qual me foi informado que era de R$ 70,40,

Na clinica que resolvi fazer o valor era de R$ 40,00 para avaliação e R$ 40,00 para cada sessão de fisioterapia. Como estavam abaixo do valor por sessão informado pela Amil, resolvi fazer e pagar e depois encaminhei a Nota Fiscal e o encaminhamento médico para pedido de REEMBOLSO.
Para minha surpresa me reembolsaram somente R$ 70,40 do total de R$ 440,00 da nota fiscal do pedido de reembolso.
Liguei para amil para pedir explicações e falaram que provavelmente houve falha de comunicação e que o Valor de cada sessão seria de R$ 7,04 e R$ 70,40 para 10 sessões.

Devido a falha da atendente, não acho justo ter que pagar R$ 440,00 e me reembolsarem somente R$ 70,40
Neste esclarecimento da Amil também falaram que se eu tivesse ligado e perguntado qual clinica era conveniado com a Amil e caso não houvesse nenhuma clinica na cidade, a Amil reembolsaria integralmente o valor pago. Que é justamente o meu caso. Então não entendo porque a Amil não quer reembolsar o valor integral.

No dia 11/07/17 abri um protocolo de reclamação de reembolso número: 32630520170711003879 em meu nome EDSON TAKEO HASHIZUME, CPF: 143.892.378-37.

Gostaria de tomassem providências, obrigado;",https://cidadao.reclameaqui.com.br/342109/ans-agencia-nacional-de-saude-suplementar/reembolso-plano-amil-500/,7,2.5,6,4
31,ANATEL,"Segunda-feira, 29 de Abril de 2019 - 18:02",Celular cadastrado como Gilson,"Por gentileza, como eu retiro meu celular associado a um Gilson Pereira? Não conheço essa pessoa e recebo mais de 5 ligações por dia de cobrança em nome dele. Obrigada, Ana Carolina Sarmento (11 99500-5056)",https://cidadao.reclameaqui.com.br/413676/anatel-agencia-nacional-de-telecomunicacoes/celular-cadastrado-como-gilson/,7,1,6,2
39,ANATEL,"Domingo, 14 de Abril de 2019 - 10:25",CANCELAMENTO NÃO REALIZADO E COBRANÇA INDEVIDA,"OLA
1) NO DIA 03/03/19 FIZ CONTATO OPERADORA VIVO/FIXO PARA REALIZAR TRANSFERÊNCIA DE MINHA INTERNET PARA OUTRO ENDEREÇO DEVIDO A MUDANÇA, FUI INFORMADO QUE NO MEU NOVO LOCAL NÃO HAVIA CABEAMENTO E INTERNET VIVO DISPONÍVEL, (PROTOCOLO: 20195526250119) E TERIA QUE FAZER O CANCELAMENTO E QUE TERIA QUE PAGAR UM MULTA PELO CANCELAMENTO JÁ QUE ASSINEI CONTRATO EM OUTUBRO DE 2018. MINHA PERGUNTA É: QUANDO O LOCAL QUE VOU MORAR NÃO OFERECE O SERVIÇO QUE DESEJO CONTINUAR, NO CASO INTERNET VIVO FIXA, AINDA ASSIM TENHO PAGAR ESSA MULTA?
2) FIZ CONTATO VIVO PARA CANCELAMENTO DA INTERNET DIA 03/03/19 (PROTOCOLO: 030320194811266) E A CONVERSA FOI GRAVADA, A MESMA RELATOU QUE A MINHA SOLICITAÇÃO DO CANCELAMENTO HAVIA SIDO EFETIVADA E QUE CHEGARIA CONTA PROPORCIONAL AO QUE HAVIA UTILIZADO.
NO DIA 03/04/19 CHEGOU UM CONTA VIA EMAIL PARA PAGAMENTO INTERNET FIXA VIVO NO VALOR INTEGRAL DE 119,99, COM A LEITURA REALIZADA NO PERÍODO DE 27/02/19 A 26/03/19, COMO DISSE ACIMA EU SOLICITEI O CANCELAMENTO DIA 03/03/19.
FIZ NO MESMO DIA (03/04/19) NOVO CONTATO VIVO PARA INDAGAR O PORQUE NÃO HAVIA SIDO EFETIVADO O CANCELAMENTO (OFERECI NUMERO PROTOCOLO DIA 03/03/19) E NÃO FOI ME DADO RESPOSTA SATISFATÓRIA A RESPEITO, SOLICITEI NOVAMENTE CANCELAMENTO (PROTOCOLO 030420198307575) E NOVAMENTE FUI INFORMADO QUE TERIA QUE PAGAR UMA MULTA PELO CANCELAMENTO, MESMO EU TENDO INFORMADO QUE GOSTARIA DE CONTINUAR COM PRODUTO E QUE FUI INFORMADO PELA VIVO QUE NO MEU NOVO ENDEREÇO A VIVO NÃO OFERECIA ESSE SERVIÇO.
3) FIZ CONTATO COM VIVO NO MESMO DIA (03/04/19) E PASSEI TODOS OS PROTOCOLOS ANTERIORES E O SETOR DE REVISÃO DE CONTAS ME INFORMOU QUE EM ATE CINCO DIAS UTEIS NOVA CONTA EU RECEBERIA EM MEU EMAIL (PROTOCOLO 030420198347410) E HOJE DIA 14/04/19 AINDA AGUARDO ESSA CONTA PARA PAGAR.
4) NO DIA 11/04/19 CONTATO OUVIDORIA DA VIVO PASSEI TODO OCORRIDO E PROTOCOLOS E FUI INFORMADO QUE NESSE DIA ATE AS 18H A CONTA ESTARIA EM MEU EMAIL, POREM HOJE DIA 14/04/19 AINDA AGUARDO ESSA CONTA, E AMANHÃ A CONTA IRÁ VENCER.
POR GENTILIZA PRECISO DO AUXILIO PARA RESOLUÇÃO DESSE PROBLEMA.
AGRADEÇO PELA ATENÇÃO.",https://cidadao.reclameaqui.com.br/412257/anatel-agencia-nacional-de-telecomunicacoes/cancelamento-nao-realizado-e-cobranca-indevida/,7,2.5,6,4
47,ANATEL,"Domingo, 07 de Abril de 2019 - 22:01",Problema não solucionado,"Todas as vezes que registro reclamações contra a TIM na ANATEL, as reclamações ficam sem soluções! Fiz uma reclamação dia 18/02/2019 (protocolo na Anatel 458084.2019/protocolo na tim 2019072814649) à respeito do descumprimento da TIM em enviar as cobranças por correio desde janeiro/19. A TIM nunca cumpriu o que falou na resposta da ANATEL. Eu paguei a conta de janeiro antes deles me responderem falando que iriam desconsiderá-la por ""cortesia"". Enviei, inclusive, em anexo (documento word) o comprovante bancário que prova tal pagamento lá no app da ANATEL e desde março a TIM me envia cobranças referente a esse mês de janeiro (com outro valor R$70), como se fosse outra conta!!! Eu paguei novamente, pois queria cancelar o serviço e me livrar dessa empresa. No entanto, mandei inúmeros pedidos de reiterações e pedidos de REABERTURA DE CASO pelo app da ANATEL e NUNCA REABRIRAM O CASO, nunca fizeram qualquer coisa para punir a TIM ou para resolver o problema. Além disso, a TIM me enviou pelo o whatsapp, após o carnaval, a fatura de fevereiro com VÍRUS intencionalmente para corromper meu app (que desde então tem me causado problemas, não consigo baixar a versão LITE e já constatei que eles clonaram minha conta). Paguei essa conta de fevereiro através desse boleto, também pelo app do Itaú e em março, novamente me mandaram 2 boletos de cobrança via email (também com vírus e phishing) um no valor de R$15 e outro com esse valor de R$70 referindo-se à janeiro (como se eu estivesse em atraso). Meu cadastro no site da TIM está bloqueado por eles! Quando tento acessar, sou impedida, mesmo resetando a senha dezenas de vezes sempre sou bloqueada, não me deixam acessar. Fui pessoalmente na loja própria, no shopping, e lá se negaram a resetar meu cadastro. É um absurdo a ANATEL não conseguir investigar e punir essa empresa que age de modo criminoso a fim de se safar da lei, contratando hackers dentro da própria empresa para fazer o serviço sujo, a fim de fraudar e manipular os clientes! Não é a primeira vez que isso ocorre. Além disso, eu cancelei a assinatura (onde falaram que terei ainda que pagar multa de mais de 340 reais junto com mais uma fatura que será enviada (com vírus) por e-mail - protocolo 2019360423270 dia 01/04/19) e foi marcada a retirada de equipamentos para o dia 02/04/19 pela manhã e não vieram até hoje. Ontem, novamente liguei (protocolo 2019379524661) para reclamar e após 33 minutos a atendente ignorou minha ligação após eu mencionar a ANATEL e encerrou o atendimento sem resolver nada. No histórico da ANATEL, pode-se confirmar a fraude da TIM no sistema da própria ANATEL, onde a mesma resposta deles foi copiada e colada 3 vezes em datas diferentes, fazendo da cliente e do sistema uma piada. 
Minha reclamação é contra a ANATEL por não fazer absolutamente NADA. Imagine quantos clientes são vítimas dos golpes da TIM?! Quantas invasões os hackers contratados por eles já fizeram no sistema? Eles são imunes à lei? Peço por respeito, pois essa empresa estrangeira não tem qualquer soberania no Brasil.",https://cidadao.reclameaqui.com.br/411553/anatel-agencia-nacional-de-telecomunicacoes/problema-nao-solucionado/,7,4.5,6,2
55,ANATEL,"Segunda-feira, 01 de Abril de 2019 - 13:33",ANATEL - fiscalização ineficiente,"Há 2 meses fiz uma reclamação na ANATEL (Protocolo n. 603660.2019) sobre minha linha da Claro (RJ) que não envia SMS, embora eu pague pelo direito ao envio dessas mensagens. Iniciado o processo na ANATEL, com protocolo da Operadora e tudo, esta que se diz Agência Reguladora ouviu as mentiras que a Claro tinha para dizer e encerrou o caso. 
Enquanto a reclamação estava aberta na ANATEL, o problema não foi resolvido, fui à loja, abri novo chamado (Protocolo n. 20196248840505), enviei email para a Ouvidoria Claro (net.notificacao@claro.com.br – atendente Jodele e supervisora Rafaela), com todas as informações e simplesmente ignoraram.
Trocando em miúdos, a ANATEL finge que fiscaliza!",https://cidadao.reclameaqui.com.br/410863/anatel-agencia-nacional-de-telecomunicacoes/anatel-fiscalizacao-ineficiente/,7,3,6,1
7,ANS,"Quinta-feira, 13 de Setembro de 2018 - 15:09",ANS mae protetora da prodent,"ANS ,reclamei da prodent para ANS ,pq eles negaram meu atendimento,ela diz que ,não e negar quando a prodent quer fazer mais só o horário ,daí e atarde sendo que trabalho atarde,um exemplo,um cara ta morrendo precisando de atendimento daí a operadora diz eu atendo mais só amanhã ? Como elas vem isso ? ANS e mãe protetora das operadoras.e seu atendimento é um lixo",https://cidadao.reclameaqui.com.br/390126/ans-agencia-nacional-de-saude-suplementar/ans-mae-protetora-da-prodent/,7,2.5,6,3
