orgao,link,titulo,reclamacao
NA,https://cidadao.reclameaqui.com.br/353257/inss-ministerio-da-previdencia-social/descaso-por-parte-do-dr-zied-zaror-medico-perito-do-inss-a/,Descaso por parte do Dr. Ziéd Zaror - Médico Perito do INSS - Agência Centro - São Gonçalo - RJ ," 
        Bom dia ,
Ontem (09/11/20127) estive na Agência - Centro - São Gonçalo para fazer Perícia Médica agendada para 10:00 hs , como sempre atraso , fui chamado a Sala 40 onde o Dr.Ziéd Zaror - ""Médico Perito"" disse-me logo ao entrar na sala que não iria me atender , pasmem , esta já é a 3ª vez que ele faz isso , alegando inicialmente que por já ter me concedido Benefício , de que não poderia me atender.
Pois bem , retruquei dizendo-lhe que meu Cardiologista Dr.Jaime Borges de Freitas que também é ligado ainda ao INSS na mesma Agência , falou-me nesta mesma data em consulta com ele pela manhã de que o Dr.Ziéd estaria errado em proceder desta maneira.
Novamente o Dr.Ziéd Zaror já exaltado , reiterou de que não me atenderia porque tem ""laços"" comigo , ora , não sou seu parente , muito menos seu amigo , colega , etc , portanto falei-lhe isso , onde o mesmo ainda mais exaltado disse-me para me retirar da sala ou chamaria a Segurança , como sempre fazem com os pacientes.Resolvi sair da sala , revoltado , e fiquei durante mais de 1 hora até que o outro ""colega"" me chamasse na sala 48 para atender-me , ou seja, é um total descaso com quem contribuiu mais de 24 anos para a Previdência Social , e hoje doente , com vários problemas de saúde é tratado desta maneira , onde deveria ser ao contrário , estava com pressão alta , passando mal e tive este tipo de atendimento , além de ainda correr o risco de não ter o Benefício deferido por este ""Órgão"".
Informo que estou levando meu caso onde for preciso , até encontrar respaldo para punição deste ""cidadão"" , não vou descansar enquanto não enquadrá-lo em algum Artigo que o faça pagar pelo seus atos anti-profissionais.
Espero alguma resposta desta ""Instituição"" , pois saibam que já enviei estes fatos a vários setores da Medicina Brasileira , uma hora alguém vai olhar e indagar quem realmente tem razão , apurando tais fatos.
Ayrthon Pinheiro
ID 05184555-0 / CPF 481471767-91 
21 973744286/37064592         "
http://http://www.dac.gov.br/principal/index.asp,https://cidadao.reclameaqui.com.br/225477/ministerio-da-defesa/termo-de-retencao-n-163-15/,TERMO DE RETENÇÃO N 163 / 15 ," 
        Minha mercadoria de categoria postal E.M.S Npc: EA136424123CN: Detector de metal para hobby/ com volume pesando apenas 1 kg (praticamente um brinquedo). Foi retido com base nos artigos 35 e 36 do decreto n 3665/2000 que dizem: Art. 35. A Receita Federal prestará aos órgãos de fiscalização do Exército toda a colaboração necessária.
Art. 36. São atribuições da Receita Federal:
I - verificar se as importações e exportações de produtos controlados estão autorizadas pelo Exército; e
II - colaborar com o Exército no desembaraço de produtos controlados importados por pessoas físicas ou jurídicas, ou trazidos como bagagem.
veja em: http://www.planalto.gov.br/ccivil_03/decreto/D3665.htm
MAS NO ARTIGO OITAVO DIZ: Art. 8º A classificação de um produto como controlado pelo Exército tem por premissa básica a existência de poder de destruição ou outra propriedade de risco que indique a necessidade de que o uso seja restrito a pessoas físicas e jurídicas legalmente habilitadas, capacitadas técnica, moral e psicologicamente, de modo a garantir a segurança da sociedade e do país.
NESTES TERMOS, PEÇO ENCARECIDAMENTE A LIBERAÇÃO DO MEU BRINQUEDO! E SE ALGUÉM DA ÁREA JURÍDICA PODERIA ME AJUDAR COM ORIENTAÇÕES NESTE PROCESSO SE FOR PRECISO IR NA JUSTIÇA!!!?         "
http://http://www.dac.gov.br/principal/index.asp,https://cidadao.reclameaqui.com.br/226246/ministerio-da-defesa/demora-entrega-de-resultado-de-exames/,DEMORA ENTREGA DE RESULTADO DE EXAMES ," 
        Prezados, bom dia!
Minha mãe de 70 anos de idade,  é paciente oncológica do Hopsital Central do Exército, e no dia 02 de março, ao comparecer para consulta de rotina para realização de quimioterapia, relatou as fortes dores que sentia a médica, e esta a encaminhou para emergência para realização de exames de tomografia. Pois bem! Realizado todos os exames, nos foi informado que o laudo demoraria aproximadamente 03 meses para ficar pronto, haja vista que tal serviço foi terceirizado. Ou seja, minha mãe continua sentindo fortes dores, deseja se consultar com outro médico, todavia, não possui os exames para  ajudar no diagnóstico das dores.
Ressalto que várias foram as vezes que comparecemos ao Hospital para verificar se já houve o retorno do laudo e sempre nos é informado que não esta pronto e que o prazo de entrega é de 03 meses.
Isso é um absurdo, como demorar 03 meses para entregar o resultado de um exame.
Sendo assim, fico no aguardo de um posicionamento por parte do nosso Exército Brasileiro.
Atenciosamente,
Amanda         "
http://http://www.dac.gov.br/principal/index.asp,https://cidadao.reclameaqui.com.br/230069/ministerio-da-defesa/orgaos-do-ministerio-da-aeronautica-burocraticos-e-inoperant/,ÓRGÃOS DO MINISTÉRIO DA AERONÁUTICA : BUROCRÁTICOS E INOPERANTES ! ," 
        Sou residente na cidade de São Lourenço/MG. É sabido e notório que esta cidade situa-se em uma região geográfica de grandes altitudes, localizada na Serra da Mantiqueira.
Resido em frente à um local turístico denominado de ""Montanha Sagrada"", pela sua altitude e matas exuberantes.
Pois bem, justamente no topo desta montanha e de mais outra também próxima a minha casa, existem duas torres altíssimas e ambas sem nenhum tipo de iluminação. Pasmem V.Sas ! Nenhuma iluminação mesmo !!!!
Temos na cidade durante quase todo o dia, vôos panorâmicos/turísticos, isto sem falar em outras aeronaves que por aqui passam.
Temendo que o pior aconteça,ou seja,uma colisão com uma destas torres às escuras, imediatamente procurei a ANAC, que alegou que não era de sua competência esta questão. Então, orientou-me a procurar o DECEA. Assim o fiz. Mas, para não fugir à regra do péssimo serviço público do Brasil, o DECEA também me informou que não era com ele. Disse-me que eu deveria entrar em contato com o lll COMAR. Eis cópia da resposta que recebí do DECEA: 
"" Prezado usuário,
seu relato foi direcionado ao III COMAR.
Segundo a Portaria 256/GC5, de  maio  de 2011, em seu Artigo 95, item V, 
a competência para exigir ou dispensar a sinalização de um obstáculo é do III COMAR, sob cuja jurisdição está o 
Estado de Minas Gerais"".
Mais uma vez, lá fui eu desta vez contactar o lll COMAR. Em sua resposta, este órgão me fez solicitações absurdas tais como: fotos das torres, endereço(????),fotos de satélite,proprietário(chega a ser cômico). Eis a resposta do lll COMAR:
"" Prezados Senhores,
Complementando a resposta anterior, esclareço sobre a necessidade de envio por parte do cidadão da denúncia em forma de Carta, uma vez que precisaremos desse documento para compor, se for o caso, processo administrativo para apuração de eventuais infrações.
Dessa forma, dirijo-me ao Sr. Ciro, solicitando-lhe que envie uma carta com a denúncia em tela ao Exmo. Sr Comandante do III COMAR (endereço abaixo), anexando o máximo de dados possível, tais como, foto da torre, endereço ou localização aproximada, imagem do Google Earth com coordenadas aproximadas, proprietário (se for possível identificar) etc.
Somente a partir desse documento, poderemos acionar a Prefeitura Municipal e tomar as demais medidas já informadas.
Endereço do III COMAR:
Praça Marechal Âncora, 77 - Castelo
Rio de Janeiro - RJ- CEP 20021-200
Att,
Cap Eng RÔMULO
III COMAR / SERENG-3 ""
Finalizando, penso que talvez se eu tivesse procurado apresentadores de TV como o Datena ou Marcelo Rezende, tivesse solucionado este problema. E notem, que eu só quero ajudar e contribuir para que acidentes evitáveis aconteçam.
Este é o meu Brasil ! Que vergonha !
CIRO R. NETO :.         "
http://http://www.dac.gov.br/principal/index.asp,https://cidadao.reclameaqui.com.br/303392/ministerio-da-defesa/viuva-de-85-anos-ha-3-meses-sem-receber-pensao-do-falecido-m/,viuva de 85 anos há 3 meses sem receber pensao do falecido marido militar da aeronautica. ," 
        PREZADOS SENHORES.
EM AGOSTO/2016 FIZ UMA RECLAMAÇÃO AO COMANDO DA AERONÁUTICA DE QUE A VIÚVA GERALDINA DE SÁ MATOS (85 ANOS) TINHA RECEBIDO A PENSÃO DE JULHO/2016 E NÃO LHE PAGARAM O MÊS DE JUNHO/2016.
POIS PARECE QUE COMO CASTIGO PELA RECLAMAÇÃO NÃO LHE PAGARAM O MÊS DE JUNHO/2016 E TAMBÉM O DE AGOSTO/2016 E SETEMBRO/2016.
ISTO É VERGONHOSO PARA UMA FORCA ARMADA (AERONÁUTICA) TÃO CONCEITUADA NO POVO BRASILEIRO.
AO APURAR ESTA RECLAMAÇÃO, DEVERIAM FAZER TAMBÉM UMA AUDITORIA PARA DESCOBRIR ESTES MAUS SERVIDORES QUE FLAGRANTEMENTE ESTÃO AGREDINDO O     ""ESTATUTO DO IDOSO""       E POSSIVELMENTE DEVEM EXISTIR MAIS VIÚVAS IDOSAS NESTAS CONDIÇÕES.         "
http://http://www.dac.gov.br/principal/index.asp,https://cidadao.reclameaqui.com.br/307428/ministerio-da-defesa/viuva-de-militar-da-aeronautica-falecido-em-10-06-2016-nao-r/,viuva de militar da aeronautica falecido em 10/06/2016 não recebeu o salario de junho/2016. ," 
        PREZADOS SENHORES.
RECLAMEI A FALTA DE PAGAMENTO (JUNHO,AGOSTO E SETEMBRO) DA SRª   GERALDINA DE SA MATOS VIUVA DO SGTO MATOS.
FALECIDO EM 10/06/2016 NO HCA DO RIO DE JANEIRO.
APOS RECLAMAÇÃO O PIPAR DO RIO DE JANEIRO EFETUOU OS PAGAMENTOS DE AGOSTO/2016 E SETEMBRO/2016.
ATE A PRESENTE DATA NÃO FIZERAM O PAGAMENTO DE JUNHO/2016 + 50% DO 13 SALARIO.
GOSTARIA QUE ME ORIENTASSEM O QUE A VIUVA DEVE FAZER PARA RECEBER ESTE CITADO MES.
ATENCIOSAMENTE,
JOÃO LUIZ DE MATOS - FILHO DO SGTO MATOS.         "
http://portal.ouvidoria.fazenda.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/351821/ministerio-da-fazenda/lamentavel-o-atendimento-so-e-presencial/,Lamentável! O atendimento só é presencial? ," 
        Estou tentando regularizar minha situação há dois meses, fazendo visitas semanais a RFB e PGFN, sem lograr êxito, por falta de informação dos atendentes.
Nós cidadãos nos sentimos humilhados por quem tem obrigação moral de nos fornecer orientação, já que estão lá para este fim.
No dia 19 de setembro efetuei o pagamento integral da DARF em Banco credenciado cujo dever seria efetuar o repasse como de costume. Contudo, o caixa cometeu um erro ao não indicar no campo específico o nr de referência necessário para o repasse.
Aí se deu início ao meu flagelo.
Depois de aguardar o tempo necessário fui ao 7º Tabelionato afim de pagar os emolumentos e liberar do protesto o nome da empresa da qual sou sócio majoritário. Fui informado que não haviam recebido a informação do pagamento para emissão do boleto. Retornei ao Banco e após alguns dias este me informou que deveria me dirigir ao RFB-PGFN com cópias xerox e formulário REDARF  (inclusive com senha prévia)Para regularizar o campo que havia sido negligenciado pelo operador de caixa. Assim o fiz!
Após mais alguns dias, fui informado que havia sido aceita minha solicitação pelo analista da RFB e que deveria comparecer a PGFN para enfim regularizar o anúncio do recebimento da DARF e, consequente liberação do boleto para pagamentos dos emolumentos no tabelionato.
É SOMENTE ISSO QUE NECESSITO, MAS DESDE ENTÃO ESTOU SENDO JOGADO DE UM LADO PARA O OUTRO!
Quem vai me ressarcir todo tempo perdido quando chegar ao final desta saga?
O MF tem objetivos claros como podemos ver logo abaixo (texto retirado de sua página):
""O Ministério da Fazenda (MF), objetivando maior visibilidade e transparência às suas ações, apresenta sua Carta de Serviços com informações claras e precisas sobre os principais serviços prestados aos cidadãos-usuários pelos órgãos fazendários.
Por configurar-se como um dos órgãos centrais da administração pública, o MF acredita que o compromisso aqui estabelecido será de suma importância para aperfeiçoar a gestão de seus serviços e principalmente a relação com a sociedade, fortalecendo assim, o equilíbrio fiscal e tributário, combatendo práticas nocivas à economia, bem como a sonegação e o desequilíbrio social.
O MF atua por meio dos seus órgãos específicos singulares, órgãos colegiados e entidades vinculadas, que abrangem assuntos diversos, dentre os quais se destacam: moeda, crédito e instituições financeiras; política, administração, fiscalização e arrecadação tributária federal, inclusive a destinada à previdência social, e aduaneira; administração financeira e contabilidade pública; dívida pública - interna e externa; negociações econômicas internacionais; preços em geral; tarifas públicas e administradas; fiscalização e controle do comércio exterior; e acompanhamento da conjuntura econômica e prevenção e combate à lavagem de dinheiro e ao financiamento do terrorismo.""
Será que podemos crer na visibilidade e transparência quanto aos serviço prestado ao cidadão que é a pedra basilar da existência deste e dos demais órgãos?
Espero, sinceramente, que os senhores possam me auxiliar nessa minha dura jornada.
Obrigado!
Manoel Paulo         "
http://portal.ouvidoria.fazenda.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/351840/ministerio-da-fazenda/ouvidoria-da-receita-federal-ineficiente-e-servico-de-libera/,Ouvidoria da Receita Federal Ineficiente e Serviço de Liberação de Encomendas Internacionais Lenta!! ," 
        Quero registrar minha indignação com relação ao Atendimento da Ouvidoria da Receita Federal e da demora em liberar um objeto que comprei da Rússia. Acredito que se esses servidores da RFB fossem da iniciativa privada seriam mandados embora por justa causa por ineficácia. Totalmente fracos e ineficientes e ao invés de tentarem resolver as demandas, irem atrás, investigar o que houve ou se a encomenda foi extraviada simplesmente dão respostas copiadas/coladas que não ajudam em nada ainda irritam o contribuinte. Estou ha meses tentando resolver problemas sérios que ocorreram com encomendas importadas por mim e ninguém resolve. Vou explicar meu caso para que o cidadão que está lendo esse texto veja quão lixo e ineficaz é o serviço publico brasileiro, e acredito que a Receita Federal Brasileira é um dos órgãos mais ineficazes e lentos do mundo. Nas respostas que obtive da ouvidoria sempre repetem que falta funcionários e por isso o atraso na liberação das encomendas. Não tenho nada a ver com falta de funcionários. Todo objeto importado é cobrado taxa de 60% sobre o preço do produto + 18% de ICMS. Ora se falta funcionários que abram concurso para contratar mais! Ou se quiserem mesmo melhorar os serviços que terceirizem o serviço e demitam esses servidores ""raposões"" que ganham salários astronômicos para serem ineficazes no serviço que prestam. Meu problema é que comprei um produto rastreio EP058715006RU ha cerca de 3 meses da Rússia. O produto ficou retido na Receita Federal por incríveis 1 mês, apos isso voltou para o setor de desembaraço aduaneiro dos correios (GEARA), paguei os tributos normalmente (Procedimento 244668) e acreditem! O objeto retornou para Receita Federal para avaliação (Situação: Remessa em Avaliação RFB). !!! Conhecendo o serviço lixo e lento prestado pela Receita Federal Brasileira já estou em desespero pois calculo 4 ou 5 meses para que me entreguem esse item. Entro em contato para informar que se não entregarem meu objeto com rapidez irei até a Receita Federal onde minha encomenda está parada me acorrentarei na frente do prédio da RFB, chamarei a imprensa e contarei toda história. Nunca ninguém tomou uma atitude extrema como essa, mas irei fazer pois não aguento mais esperar pelo objeto EP058715006RU.         "
http://portal.ouvidoria.fazenda.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/352736/ministerio-da-fazenda/processo-de-ipi-para-pcd/,Processo de IPI para PCD ," 
        Boa Tarde, Sou o Julio Cesar Amorim, depois de uma longa luta para tirar a CNH Especial, por fim cheguei ao próximo passo, dar entrada no processo de IPI, esse que foi dado entrada junto a Receita Federal no dia 10/07/2017, o seja 4 meses, já espera esse tempo, até mesmo através de pesquisas na internet. Essa é a minha primeira vez, até mesmo porque não sabia desse meu direito, em fim, apos 4 meses, não tenho resposta, nos posto da Receita Federal, só é passado que o processo demora mesmo, que devo aguarda, através do site a 4 meses mostra a mesma coisa, sem movimentação nenhuma. Então assim, estou muito insatisfeito com isso, pelo fato que preciso do carro para facilitar mais as coisas, e simplesmente me vejo refém, de mãos atadas, sem poder fazer nada. Pedem para aguardar, mais até quando?
Tenho amigos Taxistas, que o processo de IPI saiu em 3 dias, questionei isso na Receita Federal e foi passado que para taxista o processo mudo, e que agora pode ser solicitado através da internet, não precisa nem comparece no posto da Receita.
Será que isso acontece devido os taxista ter Sindicato, e o publico PCD não ter ninguém que possa lutar por essa causa?
Processo de Isenção: 10882.721724/2017-12
Aguardo 
Att
Julio Cesar Amorim         "
http://portal.ouvidoria.fazenda.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/352448/ministerio-da-fazenda/produto-parado-ha-2-meses-na-receita-federal/,Produto Parado Ha 2 Meses na Receita Federal ," 
        Amigos poderiam me informar se houve algum problema com o objeto rastreio EP058693950RU? Está demorando por sobremaneira. Estou com um problema sério e grave que não consegui resolver pelo Fale Com os Correios. Minha encomenda rastreio EP058693950RU foi comprada do exterior (Por EMS) ha aproximadamente 3 meses atras. Chegou ao Brasil e ficou 1 mês retida na Receita Federal. Após isso saiu da receita federal e foi para GEARA/ GESAD unidade importa fácil já que a encomenda custa mais de $500. O problema é que o produto está ha 20 dias parado na GEARA/ GESAD. Entrando em contato com a ouvidoria dos correios me informaram que o objeto voltou para avaliação da Receita Federal, só não entendi esse processo já que o objeto já havia ficado 1 mês retido na RFB conforme relatei acima. Poderiam me informar onde o objeto etá e em quanto tempo será entregue?         "
http://portal.ouvidoria.fazenda.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/356768/ministerio-da-fazenda/receita-federal-blumenal-sc-um-auditor-1-vez-por-semana/,Receita federal Blumenal SC .. Um Auditor 1 vez por semana ," 
        Meu Nome E Eder Rodrigo de souza Monteiro e Estou tentando Tirar Meu primeiro carro com insencao uma vez q sou Amputado .. Entao dei entrada na papelada no dia 11 de abril 2017 na receita de blumenal porem so protocolaram no dia 2 maio quase um mes depois , quase um mes de atraso ..  . e estamos em Dez .. Quase 7 meses Se Passaram 210 dias e nada da minha carta de ipi liguei pra receita a recepcionista eliána disse q o auditor vem uma vez por semana q o processo esta saindo com Nove mesmo .. Fiquei indginado , eles anotaram o meu numero e ahe hoje nao ligaram venho atraves desse orgao competente para finalmente obter uma resposta ... 1 auditor para todos Vale do itajai 9 meses de demora sendo q no RS sai com 10 dias ... Descaso de quem e Deficiente e precisa se locomover         "
http://http://www.integracao.gov.br,https://cidadao.reclameaqui.com.br/278282/ministerio-da-integracao-nacional/teg/,teg ," 
        boa noite! bom gostaria de reclamar sobre os condutores do teg ,pois neium desse inrrespossavel querem buscar meus filhos em minha residência pois já conversei com vários, minha filha estuda no emei ceu alvarenga e meu filho na escola padre aldo da tofóre ,pois ja falei com varios condutores e ninguém quer pega los, ja falei com o tal do tio dede ,tio milton ,tio carlos,tio prospero,tio marcio esse inrresponsavel nao querem trabalhar so guanhar dinheiro pq nunca vi tanta falta de consideração com os alunos e pais.
espero que resolva isso pq meus filhos tem o direito do transporte escolar sem contar que eles estao combrando pais de alunos para busca espero que se resolva .         "
http://http://www.integracao.gov.br,https://cidadao.reclameaqui.com.br/226800/ministerio-da-integracao-nacional/tarifa-social-de-energia-eletrica/,Tarifa Social de Energia Eletrica ," 
        Há 3 meses passados eu era beneficiada pela tarifa social de energia elétrica, perdi o beneficio e até hoje não sei por que?A cia de energia CPFL me mandou uma carta me comunicando que eu deveria atualizar meu cadastro junto a prefeitura da cidade e o cras. Foi o que fiz, mas de nada adiantou, entrei em contado com o Ministério de desenvolvimento social (MDS), ficaram de mandar um Email e estou esperanado até agoraO fato é que eu não preciso ser cadastrada em nenhum cadastro social, pois tenho direito a essa tarifa, pois pesquisando no site do governo, achei o www.guia de direitos.org que  diz que quem consome entre 80 a 120(kwh) mensal, e que não ultrapasse disso mais que 2x, esse consumo no ano ja tem o direito automaticamante sem precisar de qualquer cadastro social.Eu me enquadro perfeitamente nessa condição uma vez que o meu maior gasto e de 106(kwh)mes
Obrigada fico aguardando resposta         "
http://http://www.integracao.gov.br,https://cidadao.reclameaqui.com.br/334623/ministerio-da-integracao-nacional/querem-que-eu-assine-um-documento-como-recebido-para-somente/,QUEREM QUE EU ASSINE UM DOCUMENTO  COMO RECEBIDO PARA SOMENTE APOS ISSO ENTREGAR ," 
        senhores, A SERVENG QUER QUE EU ASSINE DOCUMENTO SEM ME ENTREGAR O MATERIAL, SE JA SE PASARAM MAIS DE UM ANO QUE NÃO RESOLVEM , COMO VOU ASSINAR NOVO DOCUMENTO SEM MENCIONAR QUE A ENTREGA SERÁ FEITA POSTERIOR?  NÃO POSSO DEIXAR DE PENSAR QUE QUEREM QUE EU ASSINE COMO RECEBIDO E DEPOIS NÃO ENTREGARÃO.
Olha o texto:
TERMO DE RECEBIMENTO DE MATERIAL
Pelo presente instrumento partícula, Eu FRANCISCO DA SILVA recebi da SERVENG - CIVILSAN S.A. CNPJ 48.540.421/0001-31, 208 estacas de concreto, 14 mourões de concreto, 28 escoras de concreto e 2.780m lineares de arame farpado equivalente a 5 rolos de fios.
Assim dou como quitado os prejuízos a mim causados na cerca de aproximadamente 560m da minha propriedade localizada a margem da estrada do Sítio Beleza, município de Jati/CE.
Em acordo com os materiais recebidos assino o recebimento dos materiais e declaro está satisfeito. 
Brejo Santo/CE, 24 de Abril de 2017.
FRANCISCO JUSSIMAR FURTADO DA SILVA
FIZ RECLAMAÇÕES SOBRE A CERCA DA MINHA PROPRIEDADE QUE UMA OBRA DO MINISTERIO DA INTEGRAÇÃO NACIONAL ESTA FAZENDO NO MUNICIPIO DE JATI-CEARA, EM RESUMO ESSA EMPRESA SERVENG, COLOCOU UM BRITADOR PROXIMO A MINHA PROPRIEDADE E COMEÇOU A PASSAR MOTONIVELADORAS DIARIAMENTE PARA ARRUMAR A ESTRADA VICINAL. FORAM PASSANDO E LEVANDO A ENGORDA DE TERRA ATE CHEGAREM AO PONTO QUE SÓ TEM MINHA CERCA PARA CAIR. DERRUBARAM A CERCA VARIAS VEZES E EU FUI CONSERTANDO. NA PRIMEIRA VEZ QUE RECLAMEI FORAM LA E FIZERAM UM FAZ DE CONTA NA CERCA. NÃO RESOLVEU, POIS AS MAQUINAS CONTINUARAM DERRUBANDO. ME FIZERAM UMA PROPOSTA DE ME DAREM O MATERIAL DA CERCA PARA QUE EU ENTRASSE COM A MÃO DE OBRA. OS TECNICOS DA EMPRESA E DO MINISTERIO DA INTEGRAÇÃO PEDIRAM PARA QUE EU FIZESSE UM DOCUMENTO COMCORDANDO COM O NEGOCIO. POREM SUMIRAM. AGORA QUASE UM ANO DEPOIS ME DIZEM QUE VÃO VOLTAR LA PARA NOVO LEVANTAMENTO. AGORA SOLICITO A REENGORDA DO MATERIAL QUE ELES LEVARAM, O QUE HOJE FAZ COM QUE A CERCA NÃO FIQUE MAIS EM PÉ. VOU ENTRAR COM UMA AÇÃO CONTRA A EMPRESA E O MINISTERIO DA INTEGRAÇÃO.         "
http://http://www.integracao.gov.br,https://cidadao.reclameaqui.com.br/222751/ministerio-da-integracao-nacional/recadastramento-do-fies/,Recadastramento do FIES ," 
        Minha inscrição no FIES terminou o prazo dia 09/03 e desde então tento que eles reabram minha ficha de inscrição para que eu posso renova-la meu número de processo e 871.830  protocolo 2015000342569, tento falar no site do MEC , porém não reconhece nenhuma senha que coloco .
Preciso desse financiamento para fazer a faculdade . E somente desbloquiar minha pagina 
obrigado 
Lucineide Medeiros de Souza 
903343707-44         "
http://http://www.integracao.gov.br,https://cidadao.reclameaqui.com.br/221653/ministerio-da-integracao-nacional/endereco-errado/,Endereço errado ," 
        Boa tarde!
Gostaria de fazer uma reclamação, deveriam organizar melhor os endereços , pois precisei de ir em dois SINE hoje pois o endereço que constava no site não existia. Por gentileza tomar mais cuidado com isso não tenho tempo para ficar perdendo indo atrás de endereço errado. Arrumem isso.         "
http://http://www.esporte.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/300530/ministerio-do-esporte/nao-divulga-o-edital-e-nao-atende-telefonemas-sobre-o-progra/,Não divulga o edital e não atende telefonemas sobre o Programa Bolsa - Atleta ," 
        Venho tentando me comunicar com o departamento responsável pelo programa Bolsa - Atleta há mais de um mês, nos telefones indicados no site do Ministério do Esporte. Telefones (61) 3429 - 6906 e (61) 3429 - 6867.
Não consigo obter informações sobre as inscrições de atletas, de modalidades esportivas não olímpicas, no Programa Bolsa Atleta e o Ministério do Esporte, ainda não divulgou os editais de  inscrições esse ano.
Essa falta de comunicação e acesso à informação inviabiliza os atletas a se inscreverem no Programa Bolsa - Atleta, criado a partir da Lei no 10.891, de 9 de julho de 2004.         "
http://http://www.esporte.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/256182/ministerio-do-esporte/vila-olimpica-mario-covas-sp-esta-abandonada/,Vila Olímpica Mário Covas SP está abandonada! ," 
        Bom dia,
Meu nome é Katia e sou moradora do Parque Ypê, cep: 05571-070
Gostaria de utilizar a Vila Olímpica porém, o estado em que se encontra é precário!
Falta iluminação adequada, bebedouros quebrados, pouco policiamento e serviço de limpeza, não tem bancos, brinquedos enferrujados e quebrados, buracos pelo calçamento e rua, grades das quadras enferrujadas e quebradas, vestiários imundos e mal cuidados, entre outros inúmeros problemas.
No geral, o espaço é enorme, porém mal aproveitado e cuidado. 
Gostaríamos de usar o local em horário estendido, até as 20 horas no mínimo, pois somos trabalhadores e não voltamos para casa antes das 18 horas.
Aguardo retorno urgente!
Obrigada,
Site da Vila Olímpica Mario Covas: http://www.sejel.sp.gov.br/vilaolimpica/         "
http://http://www.esporte.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/230854/ministerio-do-esporte/mudanca-de-regras-no-decorrer-do-jogo/,Mudança de regras no decorrer do jogo. ," 
        Não vou falar de partido político ou da roubalheira promovida pelo atual governo.
Apenas vou tratar de sonhos. No ano passado, jovens de várias idades foram ao 
Campeonato Brasileiro de Tênis de Mesa em busca de pódio, por realização pessoal
mas também apostando na continuidade do treinamento e das competições através do 
Bolsa Atleta.
No ano passado, estes mesmos jovens foram contemplados e este ano, apesar de conseguirem 
novamente o pódio e ter saído Nota Oficial na CBTM de que teriam direito, o Ministério dos Esportes 
simplesmente cancelou as categorias de Equipes de Clubes sem aviso prévio e informou apenas 
no dia de início das inscrições causando grande transtorno aos atletas.
Lamentável postura. Após consultar um advogado, verifiquei que cabe processo.         "
http://http://www.esporte.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/227769/ministerio-do-esporte/cartao-refeicao-pass/,Cartão Refeição Pass ," 
        Participei em Curitiba como voluntário da Copa do Mundo Fifa 2014.
Mas infelizmente perdi o meu cartão REFEIÇÃO PASS.  Localizei na semana 
passada, mas qual não foi a minha surpresa,  que o mesmo encontrava-se cancelado.
Liguei dia 07/01/2015, para o Ministério do Esporte e fui 
informando que os créditos que haviam sido colocados em meu cartão, em razão de minha participação 
no evento, foram cancelados. A servidora informou que não é possível utilizar o cartão pois os 
valores não utilizados, já foram devolvidos para o Ministério do Esporte.
Com isso estou indignado com a situação e aguardo uma resposta de como 
poderei utilizar tais créditos.
Em 07/012015 encaminhei um e-mail para o Ministério do Esporte e não obtive resposta. Uma total falta de respeito 
a qeul se dedicou como voluntário;
Atenciosamente
Sergio Luiz Czajka
CPF: 402.626.349-53         "
